,ano,notaProva1,questoesFeitasProva1,quantidadeProva1,tituloProva1,notaProva2,questoesFeitasProva2,quantidadeProva2,tituloProva2,mediaProvas,situacao,qsub1,qsub2,qsub3,qsub4,qsub5,qsubp1,qsubp2,totalsub,igualACeml123,igualACeml45,qsemana1,qsemana2,qsemana3,qsemana4,qsemana5,qsemana6,qsemana7,qsemana8,submeteu1,submeteu2,submeteu3,submeteu4,submeteu5,submeteu6,submeteu7,submeteu8,madrugada,manha,tarde,noite,subListaLab23,subListaLab45,subListaLab67,subListaLab89,subListaLab1011,subListaExer23,subListaExer45,subListaExer67,subListaExer89,subListaExer1011,subDistintasLab23,subDistintasLab45,subDistintasLab67,subDistintasLab89,subDistintasLab1011,subDistintasExer23,subDistintasExer45,subDistintasExer67,subDistintasExer89,subDistintasExer1011,diferentesLabSemanas23,diferentesLabSemanas45,diferentesLabSemanas67,diferentesLabSemanas89,diferentesLabSemanas1011,diferentesExerSemanas23,diferentesExerSemanas45,diferentesExerSemanas67,diferentesExerSemanas89,diferentesExerSemanas1011
61,2018.2,0.0,2.0,3.0,Prova 1 - T02 - 2018.2,0.0,3.0,3.0,Prova 2 - Turma A e B - 2018.2,0.0,0,10,2,3,1,3,15,4,19,10,3,0.0,0.0,11.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,10.0,7.0,1.0,0.0,5.0,2.0,0.0,0.0,0.0,5.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0
62,2017.2,0.0,1.0,1.0,"Questão 2, Prova 1 - Prof. Rummenigge",0.0,1.0,1.0,Prova Rummenigge - 2ª Unidade,0.0,0,4,5,7,5,14,16,19,35,11,17,0.0,0.0,4.0,0.0,8.0,0.0,6.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,9.0,11.0,0.0,0.0,1.0,2.0,2.0,7.0,0.0,3.0,6.0,3.0,5.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,7.0,0.0,2.0,6.0,3.0,5.0
63,2017.2,0.0,1.0,1.0,"Questão 2, Prova 1 - Prof. Rummenigge",0.0,5.0,5.0,Prova 2 - Turmas 2A e 2B - 2018.1,0.0,0,4,5,7,5,14,16,19,35,11,17,0.0,0.0,4.0,0.0,8.0,0.0,6.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,9.0,11.0,0.0,0.0,1.0,2.0,2.0,7.0,0.0,3.0,6.0,3.0,5.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,7.0,0.0,2.0,6.0,3.0,5.0
64,2018.1,34.2,5.0,5.0,Prova 1 - Turma 2A e 2B,0.0,1.0,1.0,Prova Rummenigge - 2ª Unidade,17.1,0,4,5,7,5,14,16,19,35,11,17,0.0,0.0,4.0,0.0,8.0,0.0,6.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,9.0,11.0,0.0,0.0,1.0,2.0,2.0,7.0,0.0,3.0,6.0,3.0,5.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,7.0,0.0,2.0,6.0,3.0,5.0
65,2018.1,34.2,5.0,5.0,Prova 1 - Turma 2A e 2B,0.0,5.0,5.0,Prova 2 - Turmas 2A e 2B - 2018.1,17.1,0,4,5,7,5,14,16,19,35,11,17,0.0,0.0,4.0,0.0,8.0,0.0,6.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,9.0,11.0,0.0,0.0,1.0,2.0,2.0,7.0,0.0,3.0,6.0,3.0,5.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,7.0,0.0,2.0,6.0,3.0,5.0
66,2017.2,100.0,1.0,1.0,"Questão 2, Prova 1 - Prof. Rummenigge",100.0,1.0,1.0,Prova Rummenigge - 2ª Unidade,100.0,1,4,12,3,1,3,19,4,23,19,4,0.0,0.0,5.0,0.0,9.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,9.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,9.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,9.0,4.0,3.0
67,2017.2,10.0,5.0,5.0,Prova 1 - Turma 03 - 2017.2,82.6,5.0,5.0,Segunda Prova,46.3,0,1,7,6,8,9,14,17,31,14,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,3.0
68,2017.2,20.0,3.0,5.0,Prova 1 - Turma 03 - 2017.2,86.6,5.0,5.0,Segunda Prova,53.3,1,7,9,9,6,11,25,17,42,21,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,23.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,23.0
69,2017.2,0.0,5.0,5.0,Prova 1 - Turma 03 - 2017.2,0.0,5.0,5.0,Segunda Prova,0.0,0,5,9,2,6,14,16,20,36,7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,12.0
70,2017.2,0.0,5.0,5.0,Prova 1 - Turma 03 - 2017.2,0.0,5.0,5.0,Segunda Prova,0.0,0,5,9,2,6,14,16,20,36,7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,12.0
71,2017.2,0.0,5.0,5.0,Prova 1 - Turma 03 - 2017.2,50.0,1.0,2.0,Prova 2 - Lab - Lop - 2018.1 - Rummenigge e Aquiles,25.0,0,5,9,2,6,14,16,20,36,7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,12.0
72,2017.2,0.0,5.0,5.0,Prova 1 - Turma 03 - 2017.2,0.0,5.0,5.0,Segunda Prova,0.0,0,5,9,2,6,14,16,20,36,7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,12.0
73,2017.2,0.0,5.0,5.0,Prova 1 - Turma 03 - 2017.2,0.0,5.0,5.0,Segunda Prova,0.0,0,5,9,2,6,14,16,20,36,7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,12.0
74,2017.2,0.0,5.0,5.0,Prova 1 - Turma 03 - 2017.2,50.0,1.0,2.0,Prova 2 - Lab - Lop - 2018.1 - Rummenigge e Aquiles,25.0,0,5,9,2,6,14,16,20,36,7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,12.0
75,2017.2,25.0,5.0,5.0,Prova 1 - Turma 03 - 2017.2,40.0,5.0,5.0,Segunda Prova,32.5,0,1,6,2,7,13,9,20,29,8,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,8.0,8.0
76,2017.2,28.2,3.0,5.0,Prova 1 - Turma 03 - 2017.2,20.0,2.0,5.0,Segunda Prova,24.1,0,3,17,10,7,14,30,21,51,29,21,0.0,0.0,2.0,0.0,0.0,0.0,3.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,3.0,23.0,0.0,0.0,0.0,6.0,2.0,0.0,2.0,0.0,16.0,9.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,6.0,2.0,0.0,0.0,0.0,6.0,2.0,0.0,2.0,0.0,16.0,9.0
77,2017.2,28.2,3.0,5.0,Prova 1 - Turma 03 - 2017.2,8.33333E+15,3.0,3.0,Prova 2 - Turma C e D - 2018.2,5.57667E+15,1,3,17,10,7,14,30,21,51,29,21,0.0,0.0,2.0,0.0,0.0,0.0,3.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,3.0,23.0,0.0,0.0,0.0,6.0,2.0,0.0,2.0,0.0,16.0,9.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,6.0,2.0,0.0,0.0,0.0,6.0,2.0,0.0,2.0,0.0,16.0,9.0
78,2018.2,8.86667E+15,3.0,3.0,Prova 1 - Turma 2D - 2018.2,20.0,2.0,5.0,Segunda Prova,5.43333E+15,1,3,17,10,7,14,30,21,51,29,21,0.0,0.0,2.0,0.0,0.0,0.0,3.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,3.0,23.0,0.0,0.0,0.0,6.0,2.0,0.0,2.0,0.0,16.0,9.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,6.0,2.0,0.0,0.0,0.0,6.0,2.0,0.0,2.0,0.0,16.0,9.0
79,2018.2,8.86667E+15,3.0,3.0,Prova 1 - Turma 2D - 2018.2,8.33333E+15,3.0,3.0,Prova 2 - Turma C e D - 2018.2,86.0,1,3,17,10,7,14,30,21,51,29,21,0.0,0.0,2.0,0.0,0.0,0.0,3.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,3.0,23.0,0.0,0.0,0.0,6.0,2.0,0.0,2.0,0.0,16.0,9.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,6.0,2.0,0.0,0.0,0.0,6.0,2.0,0.0,2.0,0.0,16.0,9.0
80,2017.2,0.0,2.0,5.0,Prova 1 - Turma 03 - 2017.2,50.0,3.0,4.0,Prova 2 - Turmas 3C e 3D - 2018.2,25.0,0,6,4,10,9,2,20,11,31,9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,13.0,0.0
81,2018.2,95.0,4.0,4.0,Prova 1 - Turma 3C - 2018.2,50.0,3.0,4.0,Prova 2 - Turmas 3C e 3D - 2018.2,72.5,1,6,4,10,9,2,20,11,31,9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,13.0,0.0
82,2017.2,0.0,5.0,5.0,Prova 1 - Turma 03 - 2017.2,0.0,5.0,5.0,Segunda Prova,0.0,0,9,24,18,18,9,51,27,78,49,25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,2.0,50.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,49.0
83,2017.2,0.0,5.0,5.0,Prova 1 - Turma 03 - 2017.2,46.6,4.0,5.0,Prova 02 - Turmas 3A e 3B - 2018.1,23.3,0,9,24,18,18,9,51,27,78,49,25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,2.0,50.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,49.0
84,2018.1,66.4,5.0,5.0,Prova 1 - Turmas 3A e 3B,0.0,5.0,5.0,Segunda Prova,33.2,0,9,24,18,18,9,51,27,78,49,25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,2.0,50.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,49.0
85,2018.1,66.4,5.0,5.0,Prova 1 - Turmas 3A e 3B,46.6,4.0,5.0,Prova 02 - Turmas 3A e 3B - 2018.1,56.5,1,9,24,18,18,9,51,27,78,49,25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,2.0,50.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,49.0
86,2018.1,34.2,2.0,5.0,Prova 1 - Turma 2A e 2B,31.6,4.0,5.0,Prova 2 - Turmas 2A e 2B - 2018.1,3.29E+15,0,8,10,8,5,3,26,8,34,23,8,0.0,1.0,0.0,7.0,0.0,0.0,0.0,29.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,14.0,16.0,5.0,0.0,1.0,0.0,5.0,3.0,1.0,5.0,0.0,15.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,5.0,0.0,0.0,1.0,0.0,5.0,3.0,1.0,5.0,0.0,15.0,0.0
87,2018.1,40.0,2.0,5.0,Prova 1 - Turma 2A e 2B,100.0,5.0,5.0,Prova 2 - Turmas 2A e 2B - 2018.1,70.0,1,6,6,3,1,4,15,5,20,14,5,0.0,0.0,2.0,2.0,6.0,0.0,3.0,7.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,8.0,9.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,5.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,5.0,4.0,1.0
88,2018.1,100.0,5.0,5.0,Prova 1 - Turma 2A e 2B,88.0,5.0,5.0,Prova 2 - Turmas 2A e 2B - 2018.1,94.0,1,13,9,12,4,6,34,10,44,32,10,0.0,2.0,9.0,9.0,0.0,6.0,5.0,7.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,17.0,21.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,17.0,5.0,5.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,4.0,2.0,15.0,5.0,5.0,3.0
89,2018.1,94.2,5.0,5.0,Prova 1 - Turma 2A e 2B,100.0,5.0,5.0,Prova 2 - Turmas 2A e 2B - 2018.1,97.1,1,7,3,4,3,2,14,5,19,14,5,0.0,7.0,3.0,0.0,2.0,4.0,0.0,4.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,2.0,3.0,4.0,9.0,4.0,0.0,0.0,2.0,2.0,0.0,7.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,7.0,3.0,3.0,0.0,0.0
90,2018.1,6.6,5.0,5.0,Prova 1 - Turma 2A e 2B,0.0,3.0,5.0,Prova 02 - Turmas 3A e 3B - 2018.1,3.3,0,9,12,7,4,11,28,15,43,28,15,0.0,0.0,2.0,0.0,0.0,0.0,6.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,2.0,4.0,10.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,13.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,5.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,11.0,2.0
91,2018.1,6.6,5.0,5.0,Prova 1 - Turma 2A e 2B,0.0,3.0,5.0,Prova 02 - Turmas 3A e 3B - 2018.1,3.3,0,9,12,7,4,11,28,15,43,28,15,0.0,0.0,2.0,0.0,0.0,0.0,6.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,2.0,4.0,10.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,13.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,5.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,11.0,2.0
92,2018.1,6.6,5.0,5.0,Prova 1 - Turma 2A e 2B,0.0,3.0,5.0,Prova 02 - Turmas 3A e 3B - 2018.1,3.3,0,9,12,7,4,11,28,15,43,28,15,0.0,0.0,2.0,0.0,0.0,0.0,6.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,2.0,4.0,10.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,13.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,5.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,11.0,2.0
93,2018.1,6.6,5.0,5.0,Prova 1 - Turma 2A e 2B,0.0,3.0,5.0,Prova 02 - Turmas 3A e 3B - 2018.1,3.3,0,9,12,7,4,11,28,15,43,28,15,0.0,0.0,2.0,0.0,0.0,0.0,6.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,2.0,4.0,10.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,13.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,5.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,11.0,2.0
94,2018.1,25.0,3.0,5.0,Prova 1 - Turma 2A e 2B,60.0,4.0,5.0,Prova 2 - Turmas 2A e 2B - 2018.1,42.5,0,7,9,8,13,7,24,20,44,19,20,0.0,2.0,0.0,6.0,0.0,4.0,3.0,13.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,8.0,14.0,6.0,0.0,0.0,1.0,0.0,0.0,2.0,6.0,3.0,11.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,6.0,3.0,11.0,4.0
95,2018.1,78.2,5.0,5.0,Prova 1 - Turma 2A e 2B,100.0,5.0,5.0,Prova 2 - Turmas 2A e 2B - 2018.1,89.1,1,7,13,12,7,5,32,12,44,32,12,0.0,0.0,11.0,9.0,13.0,0.0,7.0,0.0,0.0,0.0,5.0,3.0,2.0,0.0,2.0,0.0,0.0,18.0,17.0,5.0,0.0,1.0,3.0,2.0,0.0,0.0,16.0,10.0,5.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,8.0,2.0,2.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,15.0,10.0,5.0,0.0
96,2018.1,20.0,3.0,5.0,Prova 1 - Turma 2A e 2B,0.0,0.0,0.0,0,10.0,0,63,57,23,12,56,143,68,211,74,30,0.0,0.0,18.0,65.0,4.0,4.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,0.0,0.0,20.0,0.0,68.0,3.0,0.0,34.0,2.0,0.0,0.0,0.0,43.0,6.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,22.0,6.0,0.0,0.0
97,2018.1,90.0,5.0,5.0,Prova 1 - Turma 2C e 2D,100.0,5.0,5.0,Prova 2 - Turmas 2C e 2D - 2018.1,95.0,1,8,13,11,6,8,32,14,46,32,14,0.0,3.0,0.0,20.0,0.0,15.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,1.0,6.0,4.0,21.0,9.0,0.0,0.0,2.0,0.0,4.0,3.0,18.0,9.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,4.0,3.0,18.0,7.0,1.0,1.0
98,2018.1,80.0,5.0,5.0,Prova 1 - Turma 2C e 2D,50.0,5.0,5.0,Prova 2 - Turma 1 AB,65.0,1,23,24,23,28,11,70,39,109,62,38,0.0,0.0,3.0,26.0,1.0,19.0,13.0,18.0,0.0,0.0,2.0,4.0,1.0,3.0,5.0,5.0,8.0,6.0,38.0,28.0,0.0,11.0,6.0,6.0,1.0,0.0,16.0,13.0,20.0,4.0,0.0,4.0,3.0,4.0,1.0,0.0,6.0,4.0,9.0,2.0,0.0,11.0,6.0,5.0,1.0,0.0,16.0,13.0,19.0,3.0
99,2018.2,72.0,5.0,5.0,Prova 1 - Turma 1 AB,50.0,5.0,5.0,Prova 2 - Turma 1 AB,61.0,1,23,24,23,28,11,70,39,109,62,38,0.0,0.0,3.0,26.0,1.0,19.0,13.0,18.0,0.0,0.0,2.0,4.0,1.0,3.0,5.0,5.0,8.0,6.0,38.0,28.0,0.0,11.0,6.0,6.0,1.0,0.0,16.0,13.0,20.0,4.0,0.0,4.0,3.0,4.0,1.0,0.0,6.0,4.0,9.0,2.0,0.0,11.0,6.0,5.0,1.0,0.0,16.0,13.0,19.0,3.0
100,2018.1,20.0,2.0,5.0,Prova 1 - Turma 2C e 2D,20.0,4.0,5.0,Prova 2 - Turmas 2C e 2D - 2018.1,20.0,0,8,7,7,5,10,22,15,37,19,15,0.0,3.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0
101,2018.1,13.0,3.0,5.0,Prova 1 - Turma 2C e 2D,6.66667E+15,3.0,3.0,Prova 2 - Turma A e B - 2018.2,3.98333E+16,0,5,6,3,3,3,14,6,20,13,6,0.0,5.0,0.0,4.0,2.0,0.0,2.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,13.0,3.0,2.0,0.0,0.0,2.0,3.0,3.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,3.0,3.0,4.0,2.0,1.0,0.0
102,2018.2,4.66667E+15,3.0,3.0,Prova 1 - T02 - 2018.2,6.66667E+15,3.0,3.0,Prova 2 - Turma A e B - 2018.2,5.66667E+15,1,5,6,3,3,3,14,6,20,13,6,0.0,5.0,0.0,4.0,2.0,0.0,2.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,13.0,3.0,2.0,0.0,0.0,2.0,3.0,3.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,3.0,3.0,4.0,2.0,1.0,0.0
103,2018.1,29.0,3.0,5.0,Prova 1 - Turma 2C e 2D,0.0,3.0,5.0,Prova 2 - Turmas 2C e 2D - 2018.1,14.5,0,3,5,4,1,5,12,6,18,12,4,0.0,3.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,3.0,0.0,0.0
104,2018.1,20.0,5.0,5.0,Prova 1 - Turma 2C e 2D,35.0,5.0,5.0,Prova 2 - Turmas 2C e 2D - 2018.1,27.5,0,3,4,4,7,7,11,14,25,11,10,0.0,3.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,2.0,0.0,0.0
105,2018.1,12.0,3.0,5.0,Prova 1 - Turma 2C e 2D,20.0,3.0,5.0,Prova 2 - Turmas 2C e 2D - 2018.1,16.0,0,2,12,3,2,3,17,5,22,14,5,0.0,0.0,1.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,5.0,0.0,7.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,4.0,5.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,3.0,3.0
