,anoSubmissao,semana 1,semana 2,semana 3,semana 4,semana 5,semana 6,semana 7,semana 8,semana 9,semana 10,semana 11,semana 12,semana 13,semana 14,semana 15,semana 16,semana 17,semana 18,semana 19,semana 20,semana 21,anoTurma,descricaoTurma,situacao,anoSigaa,turma
726,2019.1,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,10.0,5.0,4.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 03A,APROVADO,2019.1,03A
727,2019.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 02D,APROVADO,2019.1,02D
728,2019.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,19.0,5.0,4.0,4.0,4.0,2.0,0.0,0.0,5.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 01C,APROVADO POR NOTA,2019.1,01C
729,2019.1,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 02A,APROVADO,2019.1,02A
730,2019.1,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 01A,APROVADO,2019.1,01A
731,2019.1,0.0,0.0,6.0,0.0,9.0,11.0,4.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,4.0,5.0,2.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 01D,APROVADO,2019.1,01D
732,2019.1,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 02C,REPROVADO,2019.1,02C
733,2019.1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 02A,APROVADO POR NOTA,2019.1,02A
734,2019.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 03A,REPROVADO POR MÉDIA E POR FALTAS,2019.1,03A
735,2019.1,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,2.0,3.0,11.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 03D,REPROVADO,2019.1,03D
736,2019.1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,9.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 01B,APROVADO POR NOTA,2019.1,01B
737,2019.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,1.0,12.0,2.0,5.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 03A,APROVADO POR NOTA,2019.1,03A
738,2019.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,1.0,0.0,0.0,0.0,0.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 02C,APROVADO POR NOTA,2019.1,02C
739,2019.1,0.0,0.0,0.0,0.0,0.0,0.0,11.0,15.0,8.0,0.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 03A,REPROVADO,2019.1,03A
740,2019.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 02D,APROVADO POR NOTA,2019.1,02D
741,2019.1,0.0,0.0,1.0,0.0,22.0,0.0,13.0,7.0,12.0,0.0,0.0,0.0,6.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 02B,APROVADO POR NOTA,2019.1,02B
742,2019.1,0.0,0.0,1.0,2.0,4.0,0.0,2.0,12.0,8.0,5.0,0.0,0.0,0.0,5.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 02D,APROVADO,2019.1,02D
743,2019.1,0.0,0.0,0.0,0.0,0.0,0.0,15.0,6.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 02B,APROVADO POR NOTA,2019.1,02B
744,2019.1,0.0,0.0,1.0,4.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 02B,APROVADO,2019.1,02B
745,2019.1,0.0,11.0,29.0,22.0,4.0,3.0,17.0,14.0,3.0,0.0,0.0,2.0,6.0,9.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 02A,APROVADO,2019.1,02A
746,2019.1,0.0,0.0,16.0,2.0,0.0,9.0,11.0,1.0,4.0,2.0,0.0,0.0,4.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 02C,APROVADO,2019.1,02C
747,2019.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 02C,APROVADO POR NOTA,2019.1,02C
748,2019.1,0.0,3.0,0.0,2.0,0.0,1.0,10.0,15.0,3.0,1.0,0.0,0.0,7.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 02C,APROVADO,2019.1,02C
749,2019.1,0.0,10.0,5.0,2.0,0.0,0.0,4.0,20.0,0.0,17.0,0.0,0.0,13.0,0.0,27.0,3.0,1.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 02A,APROVADO,2019.1,02A
750,2019.1,0.0,0.0,0.0,0.0,1.0,2.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 02A,APROVADO POR NOTA,2019.1,02A
751,2019.1,0.0,0.0,0.0,0.0,0.0,4.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 02C,REPROVADO,2019.1,02C
752,2019.1,0.0,0.0,2.0,0.0,0.0,6.0,0.0,5.0,0.0,9.0,0.0,4.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 01A,APROVADO,2019.1,01A
753,2019.1,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,13.0,6.0,0.0,0.0,5.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 01B,APROVADO,2019.1,01B
754,2019.1,0.0,0.0,4.0,0.0,0.0,4.0,1.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 01B,REPROVADO,2019.1,01B
755,2019.1,0.0,0.0,14.0,10.0,9.0,4.0,2.0,9.0,3.0,5.0,0.0,6.0,6.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 01A,APROVADO,2019.1,01A
756,2019.1,0.0,0.0,4.0,1.0,4.0,4.0,3.0,0.0,12.0,20.0,0.0,3.0,0.0,0.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 01B,APROVADO,2019.1,01B
757,2019.1,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,11.0,21.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 01A,APROVADO POR NOTA,2019.1,01A
758,2019.1,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 01B,REPROVADO,2019.1,01B
759,2019.1,0.0,0.0,1.0,0.0,0.0,4.0,0.0,2.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 01A,APROVADO POR NOTA,2019.1,01A
760,2019.1,0.0,0.0,1.0,0.0,0.0,4.0,0.0,2.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 01B,APROVADO POR NOTA,2019.1,01A
761,2019.1,0.0,0.0,1.0,0.0,0.0,4.0,0.0,3.0,6.0,0.0,0.0,2.0,0.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 01A,APROVADO POR NOTA,2019.1,01A
762,2019.1,0.0,0.0,6.0,0.0,0.0,4.0,2.0,5.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 01A,REPROVADO,2019.1,01A
763,2019.1,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,8.0,8.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 01A,APROVADO,2019.1,01A
764,2019.1,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 01B,REPROVADO,2019.1,01B
765,2019.1,0.0,0.0,2.0,0.0,0.0,0.0,4.0,2.0,13.0,17.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 01A,APROVADO POR NOTA,2019.1,01A
766,2019.1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,18.0,0.0,2.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 01A,APROVADO,2019.1,01A
767,2019.1,0.0,0.0,6.0,0.0,3.0,26.0,5.0,10.0,5.0,0.0,0.0,7.0,9.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 01A,APROVADO,2019.1,01A
768,2019.1,0.0,0.0,8.0,3.0,0.0,7.0,1.0,11.0,4.0,6.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 01A,APROVADO,2019.1,01A
769,2019.1,0.0,0.0,1.0,0.0,3.0,9.0,4.0,0.0,4.0,10.0,1.0,0.0,3.0,0.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 01B,REPROVADO,2019.1,01B
770,2019.1,0.0,0.0,3.0,0.0,5.0,0.0,0.0,1.0,20.0,7.0,0.0,2.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 01A,APROVADO,2019.1,01A
771,2019.1,0.0,0.0,4.0,2.0,0.0,4.0,2.0,2.0,10.0,7.0,0.0,6.0,0.0,3.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 01A,APROVADO,2019.1,01A
772,2019.1,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,3.0,26.0,3.0,2.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 01A,APROVADO,2019.1,01A
773,2019.1,0.0,0.0,3.0,1.0,0.0,9.0,1.0,1.0,8.0,22.0,1.0,0.0,0.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 01A,APROVADO,2019.1,01A
774,2019.1,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,8.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 01B,REPROVADO,2019.1,01B
775,2019.1,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,8.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 01B,REPROVADO,2019.1,01B
776,2019.1,0.0,0.0,1.0,0.0,2.0,14.0,3.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 01A,APROVADO,2019.1,01A
777,2019.1,0.0,0.0,11.0,3.0,1.0,0.0,0.0,7.0,15.0,2.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 01C,APROVADO,2019.1,01C
778,2019.1,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 01D,REPROVADO,2019.1,01D
779,2019.1,0.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,12.0,9.0,0.0,0.0,1.0,0.0,3.0,14.0,4.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 01D,APROVADO,2019.1,01D
780,2019.1,0.0,0.0,3.0,0.0,2.0,5.0,0.0,5.0,20.0,3.0,0.0,0.0,5.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 01C,APROVADO,2019.1,01C
781,2019.1,0.0,0.0,2.0,12.0,0.0,0.0,0.0,16.0,29.0,13.0,0.0,0.0,2.0,0.0,12.0,18.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 01C,APROVADO,2019.1,01C
782,2019.1,0.0,0.0,3.0,0.0,8.0,9.0,2.0,15.0,5.0,8.0,0.0,2.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 01C,APROVADO,2019.1,01C
783,2019.1,0.0,0.0,2.0,1.0,0.0,14.0,8.0,9.0,5.0,2.0,0.0,0.0,12.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 01D,APROVADO,2019.1,01D
784,2019.1,0.0,0.0,3.0,0.0,3.0,7.0,9.0,5.0,12.0,4.0,0.0,0.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 01C,APROVADO,2019.1,01C
785,2019.1,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 01D,REPROVADO,2019.1,01D
786,2019.1,0.0,0.0,15.0,5.0,3.0,0.0,12.0,5.0,23.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 01A,REPROVADO,2019.1,01A
787,2019.1,0.0,0.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 01D,REPROVADO,2019.1,01D
788,2019.1,0.0,0.0,2.0,4.0,3.0,10.0,3.0,16.0,17.0,16.0,0.0,0.0,9.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 01C,APROVADO,2019.1,01C
789,2019.1,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,6.0,11.0,0.0,3.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 01C,APROVADO,2019.1,01C
790,2019.1,0.0,0.0,4.0,0.0,2.0,0.0,2.0,7.0,3.0,12.0,0.0,1.0,2.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 01D,APROVADO,2019.1,01D
791,2019.1,0.0,0.0,17.0,0.0,0.0,6.0,0.0,0.0,14.0,7.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 01C,APROVADO,2019.1,01C
792,2019.1,0.0,0.0,2.0,0.0,1.0,0.0,26.0,13.0,12.0,4.0,0.0,0.0,0.0,5.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 01C,APROVADO,2019.1,01C
793,2019.1,0.0,0.0,8.0,3.0,1.0,13.0,1.0,4.0,3.0,10.0,0.0,0.0,1.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 01C,APROVADO,2019.1,01C
794,2019.1,0.0,0.0,3.0,0.0,0.0,0.0,9.0,7.0,22.0,2.0,0.0,5.0,0.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 01C,APROVADO,2019.1,01C
795,2019.1,0.0,0.0,2.0,0.0,1.0,0.0,4.0,3.0,27.0,4.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 01C,APROVADO,2019.1,01C
796,2019.1,0.0,0.0,5.0,0.0,0.0,4.0,0.0,7.0,2.0,20.0,1.0,2.0,0.0,9.0,4.0,10.0,17.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 01C,APROVADO,2019.1,01C
797,2019.1,0.0,0.0,5.0,0.0,2.0,0.0,0.0,24.0,16.0,4.0,4.0,9.0,1.0,6.0,6.0,16.0,0.0,0.0,4.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 01C,APROVADO,2019.1,01C
798,2019.1,0.0,0.0,4.0,0.0,0.0,10.0,0.0,10.0,8.0,4.0,0.0,7.0,0.0,5.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 01C,APROVADO,2019.1,01C
799,2019.1,0.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,32.0,0.0,3.0,0.0,0.0,0.0,24.0,22.0,7.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 01D,APROVADO POR NOTA,2019.1,01D
800,2019.1,0.0,0.0,1.0,0.0,4.0,2.0,2.0,3.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 01D,APROVADO,2019.1,01D
801,2019.1,0.0,0.0,33.0,8.0,16.0,7.0,1.0,4.0,10.0,7.0,0.0,4.0,4.0,10.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 01C,APROVADO,2019.1,01C
802,2019.1,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,1.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 01D,APROVADO,2019.1,01D
803,2019.1,0.0,0.0,18.0,2.0,13.0,4.0,12.0,2.0,4.0,0.0,0.0,12.0,1.0,7.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 01C,APROVADO,2019.1,01C
804,2019.1,0.0,0.0,9.0,0.0,0.0,6.0,0.0,5.0,10.0,2.0,0.0,2.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 01C,APROVADO,2019.1,01C
805,2019.1,0.0,0.0,1.0,0.0,2.0,5.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 01D,APROVADO,2019.1,01D
806,2019.1,0.0,0.0,2.0,0.0,4.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 02B,APROVADO,2019.1,02B
807,2019.1,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 02B,APROVADO POR NOTA,2019.1,02B
808,2019.1,0.0,0.0,1.0,0.0,1.0,4.0,0.0,4.0,28.0,0.0,0.0,4.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 01A,APROVADO POR NOTA,2019.1,01A
809,2019.1,0.0,0.0,1.0,0.0,0.0,4.0,27.0,2.0,0.0,16.0,0.0,0.0,0.0,5.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 02D,REPROVADO,2019.1,02D
810,2019.1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 02C,REPROVADO,2019.1,02C
811,2019.1,0.0,0.0,1.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 02D,REPROVADO,2019.1,02D
812,2019.1,0.0,0.0,0.0,19.0,2.0,3.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 02D,REPROVADO,2019.1,02D
813,2019.1,0.0,0.0,1.0,0.0,3.0,0.0,28.0,5.0,1.0,2.0,0.0,0.0,0.0,5.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 02D,APROVADO POR NOTA,2019.1,02D
814,2019.1,0.0,0.0,1.0,2.0,0.0,1.0,11.0,16.0,3.0,2.0,0.0,0.0,5.0,6.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 02C,APROVADO,2019.1,02C
815,2019.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,5.0,0.0,0.0,0.0,6.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 02D,APROVADO,2019.1,02D
816,2019.1,0.0,0.0,0.0,0.0,4.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 02C,REPROVADO,2019.1,02C
817,2019.1,0.0,0.0,0.0,0.0,3.0,2.0,5.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 02D,APROVADO,2019.1,02D
818,2019.1,0.0,0.0,0.0,0.0,6.0,4.0,6.0,13.0,9.0,0.0,0.0,0.0,2.0,10.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 02D,APROVADO,2019.1,02D
819,2019.1,0.0,0.0,13.0,1.0,3.0,17.0,3.0,7.0,7.0,0.0,0.0,4.0,5.0,1.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 01D,APROVADO,2019.1,01D
820,2019.1,0.0,0.0,3.0,1.0,6.0,11.0,19.0,8.0,5.0,0.0,0.0,1.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 02D,APROVADO,2019.1,02D
821,2019.1,0.0,0.0,0.0,10.0,0.0,1.0,5.0,16.0,5.0,0.0,0.0,0.0,0.0,7.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 02A,APROVADO,2019.1,02A
822,2019.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,3.0,6.0,0.0,0.0,5.0,12.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 02C,APROVADO,2019.1,02C
823,2019.1,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 02C,REPROVADO,2019.1,02C
824,2019.1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 02C,REPROVADO,2019.1,02C
